Time Instants,Lane 1,Lane 2,Lane 3,Lane 4
07:05,25,19,32,17
07:10,27,20,34,19
07:15,29,21,34,21
07:20,31,22,37,22
07:25,34,25,39,22
07:30,37,26,41,24
07:35,38,28,44,26
07:40,40,30,48,28
07:45,43,32,50,29
07:50,46,34,54,31
07:55,47,35,59,33
08:00,49,39,62,35
08:05,52,39,66,39
08:10,53,41,68,41
08:15,55,43,72,44
08:20,56,46,77,47
08:25,58,50,81,51
08:30,60,53,82,52
08:35,64,54,82,56
08:40,67,55,85,61
08:45,69,58,88,63
08:50,71,60,89,67
08:55,73,64,92,69
09:00,75,63,90,70
09:05,76,65,90,73
09:10,79,65,91,74
09:15,77,68,91,74
09:20,77,69,90,74
09:25,76,68,89,75
09:30,77,68,90,73
09:35,76,66,86,75
09:40,74,66,84,78
09:45,70,64,84,78
09:50,67,63,81,79
09:55,65,61,78,78
10:00,62,60,75,75
10:05,58,59,70,73
10:10,56,60,64,72
10:15,53,60,60,69
10:20,52,56,58,65
10:25,52,54,53,61
10:30,49,53,51,57
10:35,46,51,49,55
10:40,43,50,47,53
10:45,41,47,44,53
10:50,40,45,41,50
10:55,38,42,40,48
11:00,36,40,35,43
11:05,33,39,34,42
11:10,32,37,32,42
11:15,33,35,32,42
11:20,33,33,31,41
11:25,34,33,30,38
11:30,32,32,30,37
11:35,32,31,30,36
11:40,31,31,30,37
11:45,30,30,29,35
11:50,30,30,29,34
11:55,29,28,27,32
12:00,28,28,27,31
12:05,27,27,27,30
12:10,26,28,28,31
12:15,27,28,28,30
12:20,29,29,30,29
12:25,30,29,31,30
12:30,30,29,32,29
12:35,30,30,33,30
12:40,30,31,33,29
12:45,30,32,34,29
12:50,33,33,36,31
12:55,34,33,37,33
13:00,35,33,36,35
13:05,34,32,37,34
13:10,35,32,36,36
13:15,36,33,36,36
13:20,38,33,37,38
13:25,40,32,38,41
13:30,39,32,38,42
13:35,41,33,37,46
13:40,40,35,39,49
13:45,44,38,40,55
13:50,46,41,44,60
13:55,46,42,46,65
14:00,48,43,50,71
14:05,51,45,52,76
14:10,53,48,53,80
14:15,54,51,58,81
14:20,57,54,60,84
14:25,58,58,62,87
14:30,60,63,63,91
14:35,63,64,63,96
14:40,63,68,66,99
14:45,64,71,67,102
14:50,65,72,70,104
14:55,68,72,70,108
15:00,68,73,72,111
15:05,70,72,73,112
15:10,68,72,75,111
15:15,66,74,76,109
15:20,67,73,74,111
15:25,67,72,75,108
15:30,66,74,73,106
15:35,62,74,72,104
15:40,61,74,70,102
15:45,60,73,69,98
15:50,59,70,66,96
15:55,58,67,66,93
16:00,55,66,65,88
16:05,53,67,63,83
16:10,50,63,62,80
16:15,47,61,60,76
16:20,44,59,59,68
16:25,40,55,57,64
16:30,38,53,55,58
16:35,35,50,52,54
16:40,35,47,52,49
16:45,33,44,48,45
16:50,33,42,46,40
16:55,31,38,44,36
17:00,29,35,41,33
17:05,26,33,38,30
17:10,24,31,37,29
17:15,22,29,35,27
17:20,19,27,32,23
17:25,17,24,30,21
17:30,15,22,29,20
17:35,15,22,28,19
17:40,14,21,27,18
17:45,15,20,25,17
17:50,14,19,24,15
17:55,15,19,23,13
18:00,14,17,21,14
18:05,12,15,18,11
18:10,11,13,15,10
18:15,9,10,12,8
18:20,6,6,9,9
18:25,8,8,11,11
18:30,10,10,13,13
18:35,12,12,15,15
18:40,14,13,17,18
18:45,16,13,18,17
18:50,17,14,19,19
18:55,18,14,20,20
19:00,20,14,20,21
07:00,23,15,22,21
07:05,23,15,25,22
07:10,24,16,26,25
07:15,27,18,28,27
07:20,29,19,32,30
07:25,31,19,35,31
07:30,32,21,37,34
07:35,33,21,41,34
07:40,34,22,45,35
07:45,36,24,49,39
07:50,40,23,53,41
07:55,42,26,59,43
08:00,43,29,60,44
08:05,45,31,64,48
08:10,50,34,70,50
08:15,51,37,73,54
08:20,54,39,77,60
08:25,59,43,80,63
08:30,61,46,85,65
08:35,62,48,89,70
08:40,64,49,93,71
08:45,67,52,96,72
08:50,68,53,97,74
08:55,70,56,99,74
09:00,73,60,100,71
09:05,70,61,99,71
09:10,69,64,100,71
09:15,71,63,97,71
09:20,72,66,96,72
09:25,71,67,96,69
09:30,70,68,96,70
09:35,70,68,92,73
09:40,68,66,89,73
09:45,70,69,88,70
09:50,70,71,84,67
09:55,69,74,81,65
10:00,64,71,75,64
10:05,62,70,70,65
10:10,60,69,65,62
10:15,61,68,63,60
10:20,59,67,59,58
10:25,58,64,54,57
10:30,55,61,51,54
10:35,52,57,48,52
10:40,52,55,46,48
10:45,51,54,42,44
10:50,49,51,39,42
10:55,45,48,36,37
11:00,43,47,35,37
11:05,41,46,33,35
11:10,40,43,30,35
11:15,39,43,29,33
11:20,37,40,28,33
11:25,36,38,28,33
11:30,35,38,28,31
11:35,35,38,27,32
11:40,34,36,26,30
11:45,34,33,24,29
11:50,32,33,25,29
11:55,31,31,25,29
12:00,32,31,25,28
12:05,32,30,25,29
12:10,33,29,25,29
12:15,32,28,27,30
12:20,33,28,28,29
12:25,31,28,29,30
12:30,32,27,31,30
12:35,34,27,31,31
12:40,33,28,33,32
12:45,35,28,35,32
12:50,36,29,36,33
12:55,38,30,36,35
13:00,38,30,37,36
13:05,38,29,38,36
13:10,39,28,39,37
13:15,40,28,39,38
13:20,40,27,39,39
13:25,40,27,40,42
13:30,41,26,41,44
13:35,41,25,42,47
13:40,44,26,45,51
13:45,49,28,46,56
13:50,52,32,48,60
13:55,53,33,53,63
14:00,58,36,55,66
14:05,58,39,56,69
14:10,60,41,58,74
14:15,61,46,61,77
14:20,61,49,64,81
14:25,61,50,68,82
14:30,60,54,69,87
14:35,62,56,70,91
14:40,62,60,72,97
14:45,64,64,76,101
14:50,65,66,76,102
14:55,65,65,77,102
15:00,68,67,76,102
15:05,68,69,74,106
15:10,68,70,76,105
15:15,67,70,77,106
15:20,65,70,77,100
15:25,64,70,75,101
15:30,65,71,76,100
15:35,63,74,73,98
15:40,59,74,75,96
15:45,55,74,74,92
15:50,53,72,69,89
15:55,50,73,65,84
16:00,48,72,63,84
16:05,44,71,62,79
16:10,40,69,58,76
16:15,38,68,57,72
16:20,35,67,52,70
16:25,33,65,49,67
16:30,31,63,51,62
16:35,29,62,48,60
16:40,29,61,45,55
16:45,27,58,42,51
16:50,25,55,40,47
16:55,24,51,37,44
17:00,24,47,35,40
17:05,22,46,35,38
17:10,21,44,30,36
17:15,20,40,30,33
17:20,18,37,28,30
17:25,16,34,26,27
17:30,15,32,26,26
17:35,15,30,25,24
17:40,14,28,23,23
17:45,14,25,21,21
17:50,13,23,20,20
17:55,12,22,19,19
18:00,11,18,17,16
18:05,10,15,14,14
18:10,8,13,12,11
18:15,8,6,10,7
18:20,10,8,13,9
18:25,13,10,16,12
18:30,16,11,19,14
18:35,17,13,22,16
18:40,17,14,23,17
18:45,18,14,24,16
18:50,20,15,26,19
18:55,20,17,27,20
19:00,22,18,30,22
07:00,23,20,31,21
07:05,26,21,33,23
07:10,29,23,35,26
07:15,32,25,38,27
07:20,33,27,42,30
07:25,34,29,44,31
07:30,39,30,47,33
07:35,42,31,49,34
07:40,45,33,53,37
07:45,46,37,56,39
07:50,49,40,61,42
07:55,54,42,64,45
08:00,59,43,66,46
08:05,64,47,69,48
08:10,67,52,72,51
08:15,68,56,75,56
08:20,72,59,80,60
08:25,75,60,83,64
08:30,79,60,85,66
08:35,81,65,90,67
08:40,85,68,92,70
08:45,86,69,94,73
08:50,86,68,96,74
08:55,87,70,96,75
09:00,87,71,94,74
09:05,87,72,93,73
09:10,86,73,92,73
09:15,82,72,90,73
09:20,79,70,89,74
09:25,78,70,86,72
09:30,76,68,83,70
09:35,73,65,82,68
09:40,72,64,79,67
09:45,69,61,76,64
09:50,64,59,72,63
09:55,62,57,68,62
10:00,60,56,63,59
10:05,55,54,59,57
10:10,51,52,58,55
10:15,48,50,54,55
10:20,43,49,52,54
10:25,40,46,47,53
10:30,38,44,43,51
10:35,35,42,40,49
10:40,30,40,38,47
10:45,27,36,36,45
10:50,26,35,33,45
10:55,25,34,33,43
11:00,25,32,31,42
11:05,25,32,31,41
11:10,26,32,31,41
11:15,26,31,30,40
11:20,27,30,30,39
11:25,27,30,30,39
11:30,27,29,30,37
11:35,27,27,28,35
11:40,27,26,27,35
11:45,27,26,27,34
11:50,27,25,27,34
11:55,27,26,27,34
12:00,28,26,26,35
12:05,28,25,25,35
12:10,29,25,26,37
12:15,31,25,25,36
12:20,32,26,25,36
12:25,32,26,26,35
12:30,33,27,26,36
12:35,35,27,27,36
12:40,37,29,28,39
12:45,41,30,28,41
12:50,43,33,29,43
12:55,43,31,31,44
13:00,46,32,32,44
13:05,47,34,32,46
13:10,51,34,32,48
13:15,52,34,32,51
13:20,56,34,34,51
13:25,57,35,36,52
13:30,57,34,37,53
13:35,60,37,39,57
13:40,61,38,42,64
13:45,63,39,45,68
13:50,64,42,49,72
13:55,66,44,55,76
14:00,67,48,57,80
14:05,70,51,61,83
14:10,74,53,64,87
14:15,75,57,66,90
14:20,76,61,70,92
14:25,77,65,75,93
14:30,76,66,79,95
14:35,78,69,80,96
14:40,78,69,83,97
14:45,75,73,85,98
14:50,72,74,88,100
14:55,72,76,90,100
15:00,69,75,89,100
15:05,65,73,88,102
15:10,62,75,84,99
15:15,57,77,83,99
15:20,54,79,81,99
15:25,52,78,79,97
15:30,48,77,78,92
15:35,45,75,78,90
15:40,42,75,75,86
15:45,40,74,71,81
15:50,37,72,71,78
15:55,34,67,69,75
16:00,31,63,67,70
16:05,28,59,65,67
16:10,26,58,62,64
16:15,23,55,57,59
16:20,22,53,56,57
16:25,20,50,53,53
16:30,20,46,49,51
16:35,19,43,46,47
16:40,19,40,42,44
16:45,18,36,37,41
16:50,18,34,34,38
16:55,17,31,32,35
17:00,16,27,29,32
17:05,15,26,27,30
17:10,14,24,25,27
17:15,14,23,24,25
17:20,13,23,22,23
17:25,12,22,21,22
17:30,11,22,19,20
17:35,11,21,17,20
17:40,12,21,16,19
17:45,11,19,16,17
17:50,11,18,15,16
17:55,10,16,13,14
18:00,8,13,11,12
18:05,7,11,9,9
18:10,8,7,7,10
18:15,10,10,8,13
18:20,12,13,11,16
18:25,15,15,13,19
18:30,16,17,16,22
18:35,18,19,17,23
18:40,19,21,18,25
18:45,19,23,19,28
18:50,20,23,20,29
18:55,21,24,22,32
19:00,23,27,23,33
07:00,23,29,24,34
07:05,25,31,27,37
07:10,26,32,29,38
07:15,27,35,29,40
07:20,30,36,31,41
07:25,32,39,35,46
07:30,34,42,37,49
07:35,36,44,40,52
07:40,39,47,42,56
07:45,42,51,45,60
07:50,45,54,48,64
07:55,46,57,52,68
08:00,49,59,54,71
08:05,51,63,56,73
08:10,54,67,62,74
08:15,57,72,64,76
08:20,58,73,69,77
08:25,57,72,72,78
08:30,59,74,76,79
08:35,61,73,81,77
08:40,62,75,85,80
08:45,67,73,88,80
08:50,68,71,89,81
08:55,69,67,92,78
09:00,70,66,93,77
09:05,71,68,93,75
09:10,71,67,93,72
09:15,73,67,94,71
09:20,72,63,93,69
09:25,72,60,92,65
09:30,72,60,91,62
09:35,70,57,89,61
09:40,68,54,86,58
09:45,69,49,85,53
09:50,68,46,82,51
09:55,67,42,77,48
10:00,66,41,73,45
10:05,61,40,71,43
10:10,59,36,68,39
10:15,58,34,65,36
10:20,56,32,63,34
10:25,53,30,59,33
10:30,51,27,57,30
10:35,48,27,55,28
10:40,44,26,53,25
10:45,42,25,50,22
10:50,42,25,48,22
10:55,41,24,44,22
11:00,41,25,43,21
11:05,40,26,42,22
11:10,39,26,39,22
11:15,40,26,38,22
11:20,40,25,36,24
11:25,40,24,35,25
11:30,38,24,35,24
11:35,38,25,34,25
11:40,35,25,34,25
11:45,35,25,33,24
11:50,34,24,32,23
11:55,33,26,32,24
12:00,32,26,31,24
12:05,32,27,31,24
12:10,32,27,30,24
12:15,32,27,30,24
12:20,32,28,31,24
12:25,32,29,32,25
12:30,33,29,33,26
12:35,33,29,33,26
12:40,33,30,35,27
12:45,33,32,35,28
12:50,32,33,35,29
12:55,30,33,36,30
13:00,30,32,37,30
13:05,31,33,37,30
13:10,32,35,39,31
13:15,32,36,39,32
13:20,33,36,41,32
13:25,34,35,44,33
13:30,38,37,47,35
13:35,41,40,50,36
13:40,43,43,53,41
13:45,44,44,56,46
13:50,46,45,57,51
13:55,49,45,60,54
14:00,52,50,61,60
14:05,54,52,64,65
14:10,56,54,65,68
14:15,59,55,68,75
14:20,60,57,68,78
14:25,61,63,68,82
14:30,64,65,70,85
14:35,67,70,73,89
14:40,66,70,78,94
14:45,69,72,77,96
14:50,68,73,78,99
14:55,67,74,78,100
15:00,67,76,79,102
15:05,67,72,81,103
15:10,64,71,80,107
15:15,60,71,78,110
15:20,59,73,77,112
15:25,57,73,76,111
15:30,55,73,74,113
15:35,55,73,73,114
15:40,55,71,69,111
15:45,54,71,64,111
15:50,52,71,63,106
15:55,51,67,61,98
16:00,51,63,55,91
16:05,47,60,53,87
16:10,45,55,52,82
16:15,42,51,52,73
16:20,39,48,51,69
16:25,36,46,51,62
16:30,36,43,47,57
16:35,36,40,43,57
16:40,33,37,41,55
16:45,33,35,39,51
16:50,32,34,36,48
16:55,30,32,31,46
17:00,29,31,29,45
17:05,27,29,25,43
17:10,27,27,24,40
17:15,24,26,23,37
17:20,23,26,22,32
17:25,21,23,20,29
17:30,20,22,19,26
17:35,19,21,18,25
17:40,17,20,17,22
17:45,16,19,17,19
17:50,13,16,14,16
17:55,10,13,12,13
18:00,9,10,10,11
18:05,7,11,8,10
18:10,9,14,11,12
18:15,11,17,14,15
18:20,15,20,17,17
18:25,18,24,20,22
18:30,18,25,21,24
18:35,19,26,23,24
18:40,21,27,24,26
18:45,23,29,26,28
18:50,25,32,28,29
18:55,28,34,30,30
19:00,29,35,32,34
07:00,31,39,35,35
07:05,32,41,38,37
07:10,34,46,42,41
07:15,37,48,46,43
07:20,40,49,51,47
07:25,43,51,54,52
07:30,45,54,58,57
07:35,47,58,63,60
07:40,49,58,67,65
07:45,54,61,68,69
07:50,58,61,70,73
07:55,62,64,73,75
08:00,63,67,75,75
08:05,65,70,80,75
08:10,70,70,82,78
08:15,72,70,81,78
08:20,74,73,83,76
08:25,76,73,86,76
08:30,76,72,88,75
08:35,75,73,92,75
08:40,77,69,93,77
08:45,76,67,90,77
08:50,76,66,90,77
08:55,75,65,92,77
09:00,74,60,93,76
09:05,72,59,92,75
09:10,71,58,92,71
09:15,71,55,88,68
09:20,70,53,87,67
09:25,70,52,86,65
09:30,67,49,82,61
09:35,66,47,79,58
09:40,65,45,76,56
09:45,64,43,71,54
09:50,62,41,66,54
09:55,60,37,62,51
10:00,56,35,58,47
10:05,53,33,53,43
10:10,48,32,49,40
10:15,45,29,46,37
10:20,42,27,43,34
10:25,40,25,40,30
10:30,38,24,37,26
10:35,34,24,34,25
10:40,32,23,31,23
10:45,32,23,32,22
10:50,32,22,31,22
10:55,32,23,29,23
11:00,32,23,26,23
11:05,30,24,27,23
11:10,30,24,27,24
11:15,30,24,27,25
11:20,31,25,26,25
11:25,29,24,24,25
11:30,30,24,24,24
11:35,29,24,25,23
11:40,27,24,25,24
11:45,27,24,23,24
11:50,27,24,24,24
11:55,26,25,25,25
12:00,27,25,26,25
12:05,27,25,26,25
12:10,26,26,26,26
12:15,27,25,25,26
12:20,28,25,26,27
12:25,29,26,28,28
12:30,29,26,29,30
12:35,30,27,30,30
12:40,30,29,32,31
12:45,30,29,32,31
12:50,30,29,34,32
12:55,31,30,34,34
13:00,31,32,34,36
13:05,32,32,34,37
13:10,35,32,33,38
13:15,36,33,35,39
13:20,37,33,36,41
13:25,40,38,41,44
13:30,44,39,45,47
13:35,46,41,48,49
13:40,48,43,53,51
13:45,50,44,56,53
13:50,53,48,61,56
13:55,56,48,65,61
14:00,56,53,68,66
14:05,56,55,70,72
14:10,55,61,72,73
14:15,58,63,75,75
14:20,59,64,77,77
14:25,60,68,79,83
14:30,60,70,80,86
14:35,61,73,80,86
14:40,65,73,80,89
14:45,66,72,82,88
14:50,68,72,82,94
14:55,67,71,84,98
15:00,68,74,85,102
15:05,67,75,84,103
15:10,66,74,83,105
15:15,65,73,84,106
15:20,63,73,82,105
15:25,62,73,79,103
15:30,60,70,78,98
15:35,57,68,75,97
15:40,56,65,72,93
15:45,54,63,69,90
15:50,54,64,66,88
15:55,51,62,63,83
16:00,48,58,58,77
16:05,44,55,53,76
16:10,44,56,46,75
16:15,42,54,42,71
16:20,39,53,37,67
16:25,37,48,34,63
16:30,34,44,32,57
16:35,32,42,29,56
16:40,30,41,29,55
16:45,29,38,28,52
16:50,26,36,28,47
16:55,24,33,28,43
17:00,24,32,26,40
17:05,22,31,24,37
17:10,21,29,23,34
17:15,20,28,21,31
17:20,19,26,20,29
17:25,19,24,19,28
17:30,18,22,18,26
17:35,18,21,17,24
17:40,17,19,17,23
17:45,14,16,15,20
17:50,12,13,13,17
17:55,10,10,11,14
18:00,7,9,7,8
18:05,8,11,10,11
18:10,10,14,12,13
18:15,12,17,14,16
18:20,14,20,17,18
18:25,15,21,18,19
18:30,15,22,19,20
18:35,17,23,20,21
18:40,19,23,23,23
18:45,21,26,23,23
18:50,22,27,24,26
18:55,24,26,26,27
19:00,26,28,28,29
07:00,27,30,29,31
07:05,29,32,31,34
07:10,32,34,33,36
07:15,33,36,36,38
07:20,37,39,38,42
07:25,38,42,43,42
07:30,41,48,47,46
07:35,44,51,50,48
07:40,47,53,55,51
07:45,49,57,59,53
07:50,53,61,63,55
07:55,56,63,67,57
08:00,56,63,71,58
08:05,60,64,75,59
08:10,65,63,76,60
08:15,68,62,79,65
08:20,71,64,82,67
08:25,75,65,84,70
08:30,75,63,87,69
08:35,80,66,88,70
08:40,82,68,89,69
08:45,84,68,90,71
08:50,84,68,91,72
08:55,83,69,92,71
09:00,85,67,92,69
09:05,85,65,91,67
09:10,82,66,90,68
09:15,79,61,89,69
09:20,79,59,87,69
09:25,76,58,87,68
09:30,74,56,85,65
09:35,71,56,80,65
09:40,66,54,78,64
09:45,62,52,77,62
09:50,60,48,75,60
09:55,57,46,68,57
10:00,53,43,66,55
10:05,50,41,61,54
10:10,48,38,58,53
10:15,44,34,58,49
10:20,42,31,55,47
10:25,41,29,51,45
10:30,38,29,47,42
10:35,35,29,46,39
10:40,34,30,43,38
10:45,33,29,41,35
10:50,31,28,39,33
10:55,31,28,36,31
11:00,29,29,35,31
11:05,28,30,33,32
11:10,27,30,31,32
11:15,29,30,30,32
11:20,28,29,29,32
11:25,26,29,29,31
11:30,27,30,29,32
11:35,26,29,28,30
11:40,26,28,27,30
11:45,26,29,26,29
11:50,27,30,26,27
11:55,27,30,26,28
12:00,27,31,26,29
12:05,28,31,26,29
12:10,28,33,25,29
12:15,28,35,25,30
12:20,30,38,25,31
12:25,30,39,26,32
12:30,31,41,26,34
12:35,32,43,28,35
12:40,31,44,27,35
12:45,31,46,25,37
12:50,31,47,25,38
12:55,31,48,26,39
13:00,32,48,26,41
13:05,32,48,24,43
13:10,33,51,24,46
13:15,33,53,24,49
13:20,36,54,26,51
13:25,38,57,28,55
13:30,41,57,31,57
13:35,44,59,33,60
13:40,44,62,35,63
13:45,46,66,40,66
13:50,49,65,42,69
13:55,52,70,45,73
14:00,53,71,47,74
14:05,55,73,52,78
14:10,56,74,54,83
14:15,57,78,55,86
14:20,61,79,57,93
14:25,63,77,61,96
14:30,63,80,65,99
14:35,63,76,69,100
14:40,62,75,71,103
14:45,62,74,73,104
14:50,63,73,75,105
14:55,63,70,82,105
15:00,62,66,85,103
15:05,60,66,85,102
15:10,61,63,85,103
15:15,60,62,85,102
15:20,62,59,88,103
15:25,62,56,89,100
15:30,61,54,89,97
15:35,59,51,85,94
15:40,59,52,84,91
15:45,60,48,83,86
15:50,58,47,81,82
15:55,55,42,79,77
16:00,53,41,76,72
16:05,50,37,72,67
16:10,47,35,70,64
16:15,46,33,66,60
16:20,42,28,63,55
16:25,38,26,59,52
16:30,37,23,56,46
16:35,34,23,51,43
16:40,32,21,48,39
16:45,30,21,45,37
16:50,30,19,42,33
16:55,28,18,39,30
17:00,26,17,38,28
17:05,24,17,35,27
17:10,23,16,33,25
17:15,23,15,32,23
17:20,21,15,28,21
17:25,20,13,26,20
17:30,19,13,24,19
17:35,18,13,23,18
17:40,16,11,20,15
17:45,13,9,16,12
17:50,10,8,13,10
17:55,7,10,8,7
18:00,9,13,9,9
18:05,11,15,11,11
18:10,13,18,13,12
18:15,16,22,15,15
18:20,17,23,14,15
18:25,18,24,15,16
18:30,19,26,18,16
18:35,21,26,19,16
18:40,22,27,22,16
18:45,23,29,23,17
18:50,26,30,27,18
18:55,27,30,29,19
19:00,29,30,31,21
07:00,33,33,34,22
07:05,35,35,34,23
07:10,38,37,35,25
07:15,40,39,37,26
07:20,42,42,40,28
07:25,44,43,42,31
07:30,47,46,46,31
07:35,50,49,50,33
07:40,53,51,54,35
07:45,57,52,57,39
07:50,59,55,63,41
07:55,60,57,66,45
08:00,65,56,70,47
08:05,68,59,72,49
08:10,71,63,76,53
08:15,72,63,77,56
08:20,72,63,80,57
08:25,72,64,82,58
08:30,75,63,85,61
08:35,77,64,87,62
08:40,77,66,89,64
08:45,79,64,89,68
08:50,78,63,90,69
08:55,80,63,93,72
09:00,80,62,90,75
09:05,79,61,93,79
09:10,77,60,91,81
09:15,76,57,89,80
09:20,73,56,88,82
09:25,70,53,87,79
09:30,67,51,85,79
09:35,65,50,81,77
09:40,63,49,80,77
09:45,59,46,76,76
09:50,57,44,74,73
09:55,53,42,73,72
10:00,49,40,70,70
10:05,47,39,65,67
10:10,44,38,61,64
10:15,41,34,58,59
10:20,38,32,55,55
10:25,36,31,51,51
10:30,34,30,47,46
10:35,33,30,43,45
10:40,33,30,41,44
10:45,32,30,39,43
10:50,33,29,38,42
10:55,32,29,37,43
11:00,31,29,37,43
11:05,31,29,36,44
11:10,31,30,35,45
11:15,30,29,33,43
11:20,28,28,32,40
11:25,27,26,32,39
11:30,26,27,30,37
11:35,25,27,29,34
11:40,25,27,28,32
11:45,26,26,27,30
11:50,26,26,26,28
11:55,27,26,25,27
12:00,29,27,24,27
12:05,31,29,24,28
12:10,32,28,24,29
12:15,34,28,24,30
12:20,35,30,25,30
12:25,35,30,25,32
12:30,36,31,27,34
12:35,35,31,26,34
12:40,33,31,27,33
12:45,33,31,27,32
12:50,33,31,27,32
12:55,34,32,27,34
13:00,36,33,28,35
13:05,37,35,28,38
13:10,38,36,29,39
13:15,41,39,31,43
13:20,42,43,33,47
13:25,44,46,36,55
13:30,46,50,39,60
13:35,48,53,40,63
13:40,49,56,42,69
13:45,52,59,43,73
13:50,55,62,45,80
13:55,56,66,48,83
14:00,59,68,51,87
14:05,60,73,52,88
14:10,61,76,53,91
14:15,64,79,56,97
14:20,65,81,56,101
14:25,64,84,62,104
14:30,67,85,64,104
14:35,68,85,64,109
14:40,68,86,65,111
14:45,69,86,68,115
14:50,67,87,70,117
14:55,64,85,72,113
15:00,63,83,74,112
15:05,63,80,74,109
15:10,60,78,76,108
15:15,60,77,80,104
15:20,58,72,82,101
15:25,57,66,80,97
15:30,58,61,80,92
15:35,55,59,78,90
15:40,53,57,79,86
15:45,50,53,78,84
15:50,47,50,74,78
15:55,42,45,69,73
16:00,40,45,64,69
16:05,39,42,66,62
16:10,36,41,64,59
16:15,36,38,62,54
16:20,34,35,59,48
16:25,32,33,55,42
16:30,32,30,53,40
16:35,31,29,51,36
16:40,30,26,50,34
16:45,27,24,47,32
16:50,24,23,44,30
16:55,23,21,41,28
17:00,22,19,39,27
17:05,20,18,36,27
17:10,19,16,34,25
17:15,18,16,33,24
17:20,16,15,31,22
17:25,17,14,28,20
17:30,15,13,26,19
17:35,13,11,23,16
17:40,11,9,19,13
17:45,9,8,16,11
17:50,6,11,9,8
17:55,8,14,11,10
18:00,10,17,13,12
18:05,12,19,15,14
18:10,13,22,17,16
18:15,14,23,18,17
18:20,14,23,19,19
18:25,14,25,22,20
18:30,15,26,22,20
18:35,15,27,24,22
18:40,15,28,26,23
18:45,16,31,28,25
18:50,17,33,29,26
18:55,18,35,32,29
19:00,20,38,34,31
07:00,22,39,37,31
07:05,23,43,40,35
07:10,26,44,45,36
07:15,28,46,49,39
07:20,30,49,52,40
07:25,32,52,55,43
07:30,35,54,59,45
07:35,35,58,63,48
07:40,39,61,66,51
07:45,40,61,66,51
07:50,42,65,67,56
07:55,46,65,70,59
08:00,51,65,72,61
08:05,55,66,76,62
08:10,58,67,77,62
08:15,62,65,82,61
08:20,65,65,81,61
08:25,68,64,85,63
08:30,71,64,87,63
08:35,72,65,87,63
08:40,73,65,89,66
08:45,74,64,88,68
08:50,79,64,87,69
08:55,80,62,85,70
09:00,79,60,88,71
09:05,82,59,86,70
09:10,80,58,83,70
09:15,81,57,81,69
09:20,80,53,79,67
09:25,80,52,79,65
09:30,75,47,77,65
09:35,72,46,76,64
09:40,70,44,71,63
09:45,68,42,68,61
09:50,66,39,67,58
09:55,65,35,64,58
10:00,62,34,61,55
10:05,59,31,56,54
10:10,58,30,53,51
10:15,55,29,49,48
10:20,55,28,46,45
10:25,51,27,43,44
10:30,48,25,42,44
10:35,46,26,42,44
10:40,44,26,41,42
10:45,42,26,40,40
10:50,39,26,40,40
10:55,38,25,38,41
11:00,37,25,37,41
11:05,38,27,36,40
11:10,37,27,33,38
11:15,34,26,31,35
11:20,34,26,30,34
11:25,33,26,28,33
11:30,32,27,28,33
11:35,31,27,28,32
11:40,31,28,28,32
11:45,28,27,29,32
11:50,27,27,29,31
11:55,26,27,29,32
12:00,25,28,30,34
12:05,25,28,31,35
12:10,25,29,31,35
12:15,24,31,31,37
12:20,24,33,33,39
12:25,26,34,34,41
12:30,25,36,34,43
12:35,25,37,36,44
12:40,24,38,35,44
12:45,25,38,36,45
12:50,25,39,35,48
12:55,26,40,38,50
13:00,25,43,40,52
13:05,24,46,40,56
13:10,25,48,43,59
13:15,26,51,44,66
13:20,28,54,47,71
13:25,32,59,49,75
13:30,34,59,53,80
13:35,37,63,53,84
13:40,42,65,56,92
13:45,46,67,59,93
13:50,49,71,62,99
13:55,55,73,63,100
14:00,57,76,67,103
14:05,59,78,67,106
14:10,62,81,69,106
14:15,65,82,77,110
14:20,68,82,78,110
14:25,69,84,79,111
14:30,73,83,80,107
14:35,76,82,84,105
14:40,79,81,83,106
14:45,80,78,81,102
14:50,78,78,80,103
14:55,80,74,75,99
15:00,79,72,74,96
15:05,81,68,73,92
15:10,77,65,71,91
15:15,75,63,70,88
15:20,72,59,71,82
15:25,69,57,69,78
15:30,66,53,69,72
15:35,62,52,67,66
15:40,59,48,62,59
15:45,55,44,61,57
15:50,53,42,57,54
15:55,48,39,52,49
16:00,46,37,47,46
16:05,43,34,46,44
16:10,41,32,43,41
16:15,38,29,40,39
16:20,35,27,39,37
16:25,32,26,36,34
16:30,30,24,36,31
16:35,28,23,34,28
16:40,26,22,33,26
16:45,25,21,32,25
16:50,23,20,29,23
16:55,23,19,28,20
17:00,22,18,27,19
17:05,20,15,26,18
17:10,18,15,24,17
17:15,17,14,23,16
17:20,16,13,21,15
17:25,15,13,21,14
17:30,12,10,18,12
17:35,10,9,16,10
17:40,8,8,12,8
17:45,7,8,10,8
17:50,8,11,12,10
17:55,10,12,15,13
18:00,11,14,18,15
18:05,13,17,21,17
18:10,14,17,22,18
18:15,15,18,24,20
18:20,17,18,25,21
18:25,18,20,28,21
18:30,19,21,31,23
18:35,20,23,35,24
18:40,21,25,35,25
18:45,23,26,38,28
18:50,24,29,41,30
18:55,25,32,43,31
19:00,26,34,48,33
07:00,27,34,50,37
07:05,29,35,53,40
07:10,31,38,55,42
07:15,34,40,59,45
07:20,35,42,63,47
